Feature_1,Feature_2,Correlation,Absolute_Correlation
dloss,ct_src_dport_ltm,-0.05946254463876805,0.05946254463876805
ackdat,is_sm_ips_ports,-0.058855664750623995,0.058855664750623995
sinpkt,dmean,-0.05851454150103538,0.05851454150103538
sbytes,dttl,0.058397129552845484,0.058397129552845484
sinpkt,sjit,0.057703278482045726,0.057703278482045726
dmean,is_sm_ips_ports,-0.057623726345630975,0.057623726345630975
sinpkt,ct_src_dport_ltm,-0.05754334814601804,0.05754334814601804
spkts,ct_src_ltm,-0.05748043899448875,0.05748043899448875
djit,ct_dst_ltm,-0.05747354135380771,0.05747354135380771
ct_dst_sport_ltm,is_ftp_login,-0.05699914084170542,0.05699914084170542
ct_dst_sport_ltm,ct_ftp_cmd,-0.05694176930639069,0.05694176930639069
ct_src_dport_ltm,is_ftp_login,-0.05685793568934272,0.05685793568934272
ct_src_dport_ltm,ct_ftp_cmd,-0.056810566195302614,0.056810566195302614
sload,djit,-0.056308171150671514,0.056308171150671514
spkts,ct_dst_ltm,-0.05602496042362301,0.05602496042362301
dbytes,rate,-0.055537840766296434,0.055537840766296434
dur,tcprtt,0.05518231450701947,0.05518231450701947
dloss,ct_srv_src,-0.05482022467077006,0.05482022467077006
sload,trans_depth,-0.05460979692627191,0.05460979692627191
ct_dst_src_ltm,is_ftp_login,-0.054523580464284335,0.054523580464284335
ct_dst_src_ltm,ct_ftp_cmd,-0.054460521858289625,0.054460521858289625
dloss,ct_srv_dst,-0.054361592162434046,0.054361592162434046
sinpkt,ct_dst_sport_ltm,-0.054008332667744456,0.054008332667744456
dur,dttl,0.05358020815019352,0.05358020815019352
smean,is_sm_ips_ports,-0.053559816368869806,0.053559816368869806
dinpkt,stcpb,0.05325224880323041,0.05325224880323041
ct_src_dport_ltm,is_sm_ips_ports,-0.0531983909085429,0.0531983909085429
synack,is_sm_ips_ports,-0.05284724878037196,0.05284724878037196
dur,ackdat,0.052618017948865586,0.052618017948865586
dloss,ct_src_ltm,-0.05239596512572243,0.05239596512572243
dinpkt,dtcpb,0.05199640864813645,0.05199640864813645
rate,dinpkt,-0.05144341128053087,0.05144341128053087
sttl,response_body_len,-0.0510295340659833,0.0510295340659833
dbytes,ct_dst_src_ltm,-0.05066801190907852,0.05066801190907852
dbytes,ct_dst_sport_ltm,-0.05058292123310917,0.05058292123310917
dur,synack,0.050477542915502535,0.050477542915502535
sinpkt,smean,-0.05033293696833181,0.05033293696833181
trans_depth,response_body_len,0.05011168757050477,0.05011168757050477
sinpkt,tcprtt,-0.04993102996022685,0.04993102996022685
sinpkt,ackdat,-0.04968197126804446,0.04968197126804446
ct_dst_sport_ltm,is_sm_ips_ports,-0.049463146626825175,0.049463146626825175
spkts,sload,-0.04923226823327996,0.04923226823327996
sjit,ct_srv_dst,-0.04910890445429994,0.04910890445429994
ackdat,is_ftp_login,0.04907500940772933,0.04907500940772933
dur,dload,-0.0490256687050484,0.0490256687050484
dloss,ct_dst_ltm,-0.04900090943989666,0.04900090943989666
ackdat,ct_ftp_cmd,0.048806016548587204,0.048806016548587204
sbytes,dwin,0.04836251760909998,0.04836251760909998
dpkts,djit,0.048143748184184654,0.048143748184184654
synack,ct_state_ttl,-0.04804156289650051,0.04804156289650051
sload,dloss,-0.047536746122270185,0.047536746122270185
dpkts,dttl,0.047416427953958964,0.047416427953958964
sbytes,swin,0.04736322382298886,0.04736322382298886
sjit,ct_src_ltm,-0.046792261620493124,0.046792261620493124
sload,sinpkt,-0.0463848036893195,0.0463848036893195
dbytes,ct_src_dport_ltm,-0.04625809171889817,0.04625809171889817
sjit,ct_dst_ltm,-0.0459200492783733,0.0459200492783733
sload,is_sm_ips_ports,-0.045732238448183624,0.045732238448183624
sjit,ct_srv_src,-0.04544245005394802,0.04544245005394802
sjit,ct_dst_src_ltm,-0.045327432098982934,0.045327432098982934
dinpkt,ct_srv_dst,-0.04505002679026279,0.04505002679026279
dloss,djit,0.044028054783880596,0.044028054783880596
sinpkt,synack,-0.04391372477784167,0.04391372477784167
sloss,ct_srv_dst,-0.043785382703346365,0.043785382703346365
sloss,ct_srv_src,-0.04350576681741734,0.04350576681741734
tcprtt,is_ftp_login,0.04315129214647646,0.04315129214647646
tcprtt,ct_ftp_cmd,0.04289832429027641,0.04289832429027641
dinpkt,ct_src_ltm,-0.042871767655283534,0.042871767655283534
sttl,sloss,-0.042622425971731014,0.042622425971731014
dinpkt,ct_srv_src,-0.04254242687253656,0.04254242687253656
dbytes,ct_flw_http_mthd,0.042458433444788876,0.042458433444788876
sloss,ct_dst_src_ltm,-0.042443587134626835,0.042443587134626835
dwin,response_body_len,0.04233081984241049,0.04233081984241049
sjit,ct_dst_sport_ltm,-0.04223904484004416,0.04223904484004416
sjit,ct_src_dport_ltm,-0.04212625904016255,0.04212625904016255
ct_dst_ltm,is_ftp_login,-0.04212483345880054,0.04212483345880054
rate,sloss,-0.04199311998551128,0.04199311998551128
ct_dst_ltm,ct_ftp_cmd,-0.0419906188849293,0.0419906188849293
sload,is_ftp_login,-0.04192453577520954,0.04192453577520954
sload,ct_ftp_cmd,-0.041906414227808324,0.041906414227808324
dbytes,ct_srv_src,-0.041783927996034705,0.041783927996034705
dbytes,djit,0.04170271866265857,0.04170271866265857
swin,response_body_len,0.041506839319355074,0.041506839319355074
sload,sjit,-0.04148088307471893,0.04148088307471893
dinpkt,ct_dst_ltm,-0.04139571339943038,0.04139571339943038
dbytes,ct_src_ltm,-0.041285586113330934,0.041285586113330934
dbytes,ct_srv_dst,-0.041118324240739294,0.041118324240739294
dinpkt,ct_dst_src_ltm,-0.04089990138241444,0.04089990138241444
is_ftp_login,ct_src_ltm,-0.04080083290270028,0.04080083290270028
ct_ftp_cmd,ct_src_ltm,-0.0407025128328445,0.0407025128328445
sloss,ackdat,0.040174731517249415,0.040174731517249415
dloss,ct_flw_http_mthd,0.040078059476853375,0.040078059476853375
dload,ct_flw_http_mthd,-0.039760427346629,0.039760427346629
dpkts,ct_flw_http_mthd,0.03956685652620796,0.03956685652620796
smean,is_ftp_login,-0.03911939410243502,0.03911939410243502
smean,ct_ftp_cmd,-0.03911395131187772,0.03911395131187772
dinpkt,ct_flw_http_mthd,0.03895619813886574,0.03895619813886574
sbytes,stcpb,0.03839358945869892,0.03839358945869892
sloss,tcprtt,0.038244141051813736,0.038244141051813736
sloss,ct_dst_sport_ltm,-0.038238664260180334,0.038238664260180334
dinpkt,ct_state_ttl,-0.03811970988954219,0.03811970988954219
dbytes,ct_dst_ltm,-0.03802563068978556,0.03802563068978556
dbytes,sload,-0.03731754479125847,0.03731754479125847
smean,trans_depth,0.037194416905586856,0.037194416905586856
sloss,ct_src_dport_ltm,-0.03678425111538363,0.03678425111538363
dinpkt,ct_src_dport_ltm,-0.036634342271644776,0.036634342271644776
sloss,ct_src_ltm,-0.036478040405493954,0.036478040405493954
sbytes,dtcpb,0.03630874389067508,0.03630874389067508
dinpkt,ct_dst_sport_ltm,-0.03620372388463951,0.03620372388463951
dload,sinpkt,-0.03586694478150814,0.03586694478150814
dur,swin,0.035650360050098064,0.035650360050098064
sloss,ct_dst_ltm,-0.03500646636010651,0.03500646636010651
dbytes,smean,-0.03461776334245805,0.03461776334245805
dtcpb,response_body_len,0.0343727685056769,0.0343727685056769
sload,dinpkt,-0.03436140568515084,0.03436140568515084
sbytes,ackdat,0.0340372559431805,0.0340372559431805
dur,is_sm_ips_ports,0.03402538108357059,0.03402538108357059
sbytes,ct_srv_dst,-0.033095305123712455,0.033095305123712455
sbytes,ct_srv_src,-0.03305133543959886,0.03305133543959886
dload,is_sm_ips_ports,-0.03283349538671326,0.03283349538671326
synack,is_ftp_login,0.03273374421802405,0.03273374421802405
sloss,ct_state_ttl,-0.03255971573051314,0.03255971573051314
synack,ct_ftp_cmd,0.032525953570637166,0.032525953570637166
sttl,dttl,-0.03247113232514839,0.03247113232514839
dload,djit,-0.03238965250078268,0.03238965250078268
sjit,ct_state_ttl,-0.03222520672151508,0.03222520672151508
sbytes,tcprtt,0.03194326189512167,0.03194326189512167
ackdat,dmean,0.031845793160780116,0.031845793160780116
sloss,synack,0.03183238572038188,0.03183238572038188
dttl,dloss,0.030394096934879457,0.030394096934879457
dur,dmean,0.02999887802541622,0.02999887802541622
dbytes,trans_depth,0.029852567798661727,0.029852567798661727
response_body_len,ct_state_ttl,-0.029374989140864668,0.029374989140864668
sbytes,ct_dst_src_ltm,-0.02929063210944545,0.02929063210944545
dloss,smean,-0.029136022601808264,0.029136022601808264
dload,sjit,-0.02909928773566964,0.02909928773566964
spkts,ackdat,0.02900833949053545,0.02900833949053545
stcpb,response_body_len,0.028211217186162194,0.028211217186162194
dpkts,trans_depth,0.02803364864517689,0.02803364864517689
dload,trans_depth,-0.027966230263301976,0.027966230263301976
sload,sloss,-0.027949439811154164,0.027949439811154164
response_body_len,ct_srv_src,-0.0278212193084721,0.0278212193084721
dloss,trans_depth,0.02747870053904166,0.02747870053904166
sbytes,rate,-0.027353154100828572,0.027353154100828572
response_body_len,ct_srv_dst,-0.027071835256553173,0.027071835256553173
dur,dwin,0.027009231955666933,0.027009231955666933
spkts,tcprtt,0.02643283544677727,0.02643283544677727
sbytes,synack,0.026178679795646254,0.026178679795646254
sbytes,ct_src_ltm,-0.0254936545872544,0.0254936545872544
sttl,sjit,0.025303807402736283,0.025303807402736283
sbytes,ct_dst_ltm,-0.02515703081925802,0.02515703081925802
dload,is_ftp_login,-0.02512769270862671,0.02512769270862671
dload,ct_ftp_cmd,-0.025078340631695423,0.025078340631695423
sbytes,ct_dst_sport_ltm,-0.024965040754333062,0.024965040754333062
dload,response_body_len,0.024801646616509118,0.024801646616509118
sbytes,ct_src_dport_ltm,-0.024495854798770814,0.024495854798770814
dload,dinpkt,-0.024266968464733495,0.024266968464733495
dur,ct_flw_http_mthd,0.023298516957460203,0.023298516957460203
ct_flw_http_mthd,is_sm_ips_ports,-0.023296557375636212,0.023296557375636212
rate,response_body_len,-0.0225131093418038,0.0225131093418038
dmean,is_ftp_login,-0.021758171171952053,0.021758171171952053
dmean,ct_ftp_cmd,-0.021751954325408232,0.021751954325408232
tcprtt,dmean,0.02169253220276233,0.02169253220276233
is_ftp_login,ct_flw_http_mthd,-0.02137673818108741,0.02137673818108741
dur,dtcpb,0.02137069231113588,0.02137069231113588
ct_ftp_cmd,ct_flw_http_mthd,-0.02136770058831901,0.02136770058831901
spkts,synack,0.020946468952438273,0.020946468952438273
response_body_len,ct_dst_src_ltm,-0.020721856685061362,0.020721856685061362
dpkts,sinpkt,-0.020489704768248306,0.020489704768248306
response_body_len,ct_dst_sport_ltm,-0.020439535236793975,0.020439535236793975
dur,is_ftp_login,0.020389864848717243,0.020389864848717243
dur,ct_ftp_cmd,0.02033045321125935,0.02033045321125935
dur,stcpb,0.019953622470589787,0.019953622470589787
sbytes,sttl,-0.01993869734769338,0.01993869734769338
dpkts,is_sm_ips_ports,-0.019895152278372203,0.019895152278372203
response_body_len,ct_src_dport_ltm,-0.019702600959661906,0.019702600959661906
dbytes,dttl,0.019371094957249656,0.019371094957249656
sinpkt,djit,0.01851655741675748,0.01851655741675748
sinpkt,ct_flw_http_mthd,-0.018251514830963916,0.018251514830963916
djit,smean,-0.01786689098932609,0.01786689098932609
djit,is_sm_ips_ports,-0.017827695446398145,0.017827695446398145
response_body_len,ct_src_ltm,-0.017662831531103717,0.017662831531103717
sbytes,sload,-0.017319620613634543,0.017319620613634543
trans_depth,is_sm_ips_ports,-0.01731420796321994,0.01731420796321994
sloss,dloss,0.01688509691300953,0.01688509691300953
sinpkt,trans_depth,-0.016796371884518303,0.016796371884518303
spkts,sinpkt,-0.016597156440607136,0.016597156440607136
sttl,tcprtt,0.016582000136584434,0.016582000136584434
spkts,is_sm_ips_ports,-0.016564546383087242,0.016564546383087242
dbytes,sloss,0.01644795430837467,0.01644795430837467
sloss,dmean,0.01625238302419507,0.01625238302419507
sttl,synack,0.016055015530121227,0.016055015530121227
trans_depth,is_ftp_login,-0.015887381318827217,0.015887381318827217
trans_depth,ct_ftp_cmd,-0.01588066449976432,0.01588066449976432
smean,response_body_len,-0.01588000382096512,0.01588000382096512
dinpkt,dmean,-0.01584168463506632,0.01584168463506632
dloss,sinpkt,-0.015778207379056997,0.015778207379056997
response_body_len,ct_dst_ltm,-0.0155502206711165,0.0155502206711165
spkts,djit,0.015201396499895162,0.015201396499895162
dloss,is_sm_ips_ports,-0.015111219207904385,0.015111219207904385
sload,response_body_len,-0.01507601678590092,0.01507601678590092
sttl,ackdat,0.01476801175132105,0.01476801175132105
dpkts,smean,0.01392108214327575,0.01392108214327575
dpkts,ackdat,0.013533997461358707,0.013533997461358707
sjit,is_sm_ips_ports,-0.013288524690488293,0.013288524690488293
is_ftp_login,is_sm_ips_ports,-0.013287284905076295,0.013287284905076295
ct_ftp_cmd,is_sm_ips_ports,-0.013281667346918376,0.013281667346918376
dpkts,ct_ftp_cmd,0.01323055525713438,0.01323055525713438
dpkts,is_ftp_login,0.01320257067582376,0.01320257067582376
sinpkt,is_ftp_login,-0.013005154321129092,0.013005154321129092
sinpkt,ct_ftp_cmd,-0.013002391348386644,0.013002391348386644
dttl,response_body_len,0.012978132612156162,0.012978132612156162
djit,response_body_len,0.012483340965213348,0.012483340965213348
dbytes,sinpkt,-0.012458589800036063,0.012458589800036063
dbytes,is_sm_ips_ports,-0.011842074946612026,0.011842074946612026
dinpkt,is_sm_ips_ports,-0.010879818550323635,0.010879818550323635
sbytes,ct_state_ttl,-0.010485046558200047,0.010485046558200047
synack,dmean,0.010357456492596834,0.010357456492596834
spkts,ct_ftp_cmd,0.010135309267390237,0.010135309267390237
spkts,is_ftp_login,0.01011379770106829,0.01011379770106829
sbytes,dbytes,0.009968599607925895,0.009968599607925895
smean,ct_flw_http_mthd,0.009783059050664102,0.009783059050664102
sloss,sinpkt,-0.009196077677599794,0.009196077677599794
dbytes,is_ftp_login,-0.009144676183559306,0.009144676183559306
dbytes,ct_ftp_cmd,-0.009139171741533324,0.009139171741533324
sloss,is_sm_ips_ports,-0.00896931769833875,0.00896931769833875
sjit,trans_depth,0.008646965710720302,0.008646965710720302
dpkts,tcprtt,0.008643973751526106,0.008643973751526106
dur,sttl,0.008617419245513788,0.008617419245513788
dload,sloss,0.008457493658424102,0.008457493658424102
spkts,trans_depth,0.008288403361707544,0.008288403361707544
dloss,dinpkt,-0.007998156019271592,0.007998156019271592
dloss,ct_ftp_cmd,0.007614997390320657,0.007614997390320657
dloss,is_ftp_login,0.007606758160795143,0.007606758160795143
dbytes,dinpkt,-0.007564011406511196,0.007564011406511196
ackdat,response_body_len,0.007562039640928191,0.007562039640928191
sbytes,dload,-0.007371880901302579,0.007371880901302579
sbytes,dloss,0.006906657251276498,0.006906657251276498
dpkts,dinpkt,-0.006819541397675672,0.006819541397675672
dbytes,synack,-0.006772900789959851,0.006772900789959851
sttl,smean,-0.0064142498937573705,0.0064142498937573705
dloss,ackdat,0.00621460568234678,0.00621460568234678
sbytes,sinpkt,-0.006187289445816679,0.006187289445816679
sbytes,is_sm_ips_ports,-0.005902756201664325,0.005902756201664325
sloss,ct_ftp_cmd,0.005599208516191875,0.005599208516191875
sloss,is_ftp_login,0.0055973594765767725,0.0055973594765767725
tcprtt,response_body_len,0.005228866765071649,0.005228866765071649
sinpkt,response_body_len,-0.0049521419971172344,0.0049521419971172344
response_body_len,is_sm_ips_ports,-0.00477436086958136,0.00477436086958136
spkts,ct_flw_http_mthd,0.004429953198319483,0.004429953198319483
sbytes,dmean,-0.004395515384495834,0.004395515384495834
response_body_len,is_ftp_login,-0.0043809160574860674,0.0043809160574860674
response_body_len,ct_ftp_cmd,-0.004379063907034162,0.004379063907034162
sttl,dinpkt,-0.004191130384417711,0.004191130384417711
sjit,dmean,-0.004028493657426391,0.004028493657426391
sbytes,is_ftp_login,-0.00393134815594465,0.00393134815594465
sbytes,ct_ftp_cmd,-0.003929420076691581,0.003929420076691581
dbytes,sjit,-0.0035408405376373252,0.0035408405376373252
dpkts,synack,0.003409765726660035,0.003409765726660035
dloss,sjit,-0.003378644245883291,0.003378644245883291
dbytes,tcprtt,-0.0033741757163306177,0.0033741757163306177
sbytes,djit,-0.0033582771583638682,0.0033582771583638682
sjit,is_ftp_login,0.0030972478524325152,0.0030972478524325152
sjit,ct_ftp_cmd,0.003068198408810478,0.003068198408810478
dur,trans_depth,0.0030406009976046496,0.0030406009976046496
dloss,synack,-0.002974381376052689,0.002974381376052689
sbytes,ct_flw_http_mthd,-0.0028997997891143826,0.0028997997891143826
dinpkt,response_body_len,-0.002881006980943578,0.002881006980943578
sloss,ct_flw_http_mthd,-0.0028032956713869802,0.0028032956713869802
sloss,trans_depth,0.0027289567450420713,0.0027289567450420713
sbytes,trans_depth,0.0026480258735632227,0.0026480258735632227
synack,response_body_len,0.002593676133200115,0.002593676133200115
dinpkt,trans_depth,0.0025495445603356975,0.0025495445603356975
sloss,djit,0.0023668198115136562,0.0023668198115136562
spkts,dinpkt,-0.0023478394822311643,0.0023478394822311643
sbytes,sjit,-0.0022954584141899716,0.0022954584141899716
sjit,response_body_len,-0.0018228911588261936,0.0018228911588261936
sloss,response_body_len,-0.001810964384127893,0.001810964384127893
sbytes,response_body_len,0.0016305691454052665,0.0016305691454052665
dpkts,sjit,-0.0014106373467916188,0.0014106373467916188
dloss,tcprtt,0.0013374156196459736,0.0013374156196459736
spkts,sjit,-0.0011915776029663304,0.0011915776029663304
dbytes,ackdat,0.0011202549136731849,0.0011202549136731849
sbytes,dinpkt,-0.0005517339001658629,0.0005517339001658629
sloss,dinpkt,0.0002738689318024346,0.0002738689318024346
dinpkt,is_ftp_login,0.00020629276343945308,0.00020629276343945308
sjit,smean,-0.0002030270493872116,0.0002030270493872116
dinpkt,ct_ftp_cmd,0.00018768394457207993,0.00018768394457207993
sloss,sjit,0.00016674496931739396,0.00016674496931739396
dinpkt,smean,2.9176104618080536e-05,2.9176104618080536e-05
